,distance [nm],field [T],lock-x [mHz],lock-y [mHz]
50,1055.9754,0.625,11.927074194,-0.98158099193
51,1055.9754,0.6275,-1.36672253439,-0.878403275714
52,1055.9754,0.63,1.2742388795,-1.27305901506
53,1055.9754,0.6326,6.80730132449,-1.17963773841
54,1055.9754,0.635,9.78901504206,-1.14045363655
55,1055.9754,0.6374,9.51732702869,-1.08877081819
56,1055.9754,0.64,8.70505094919,-1.20953645157
57,1055.9754,0.6425,7.37391495804,-1.25157550599
58,1055.9754,0.645,5.47842407486,-1.17615515992
59,1055.9754,0.6475,3.8882449042,-0.998129492029
60,1055.9754,0.65,2.59164644134,-1.2322214625
61,1055.9754,0.6525,0.912376593623,-1.12980871164
62,1055.9754,0.655,-1.01059742245,-1.17071014231
63,1055.9754,0.6575,-2.0156796657,-0.969314807019
64,1055.9754,0.66,-2.54983472182,-1.10148683838
65,1055.9754,0.6625,-0.893618580507,-1.27301239318
66,1055.9754,0.665,2.32759735882,-1.27783216539
67,1055.9754,0.6675,4.43467650811,-1.20672072677
68,1055.9754,0.67,4.65980886614,-1.58287642214
69,1055.9754,0.6725,4.9001701321,-1.28378882768
70,1055.9754,0.675,4.86926247087,-1.21187899709
71,1055.9754,0.6775,5.10341568828,-0.971560433791
72,1055.9754,0.68,5.04904741732,-1.15014965617
73,1055.9754,0.6824,5.24169110923,-1.0982899422
74,1055.9754,0.685,5.30642751536,-1.24540059509
75,1055.9754,0.6875,5.44731839976,-1.17371644227
76,1055.9754,0.69,5.23716520314,-1.35061702964
77,1055.9754,0.6925,5.52439829311,-1.46032526846
78,1055.9754,0.695,5.12576858378,-1.12407372835
79,1055.9754,0.6975,5.46724019167,-1.11953872631
80,1055.9754,0.7,5.40254001007,-1.15184490697
81,1055.9754,0.7025,5.52981628418,-1.06571715883
82,1055.9754,0.705,5.34090206433,-1.12226590695
83,1055.9754,0.7075,5.43875640266,-1.1809005307
84,1055.9754,0.71,5.54086867291,-1.32094850007
85,1055.9754,0.7125,5.20323040824,-1.23131417469
86,1055.9754,0.715,5.13730811305,-1.11822120013
87,1055.9754,0.7175,5.33561178836,-1.17668077944
88,1055.9754,0.72,5.35244615705,-1.13190937909
89,1055.9754,0.7225,5.28991109806,-1.34341100726
90,1055.9754,0.725,5.33992408003,-1.32581839655
91,1055.9754,0.7275,5.20836872344,-1.25429680962
92,1055.9754,0.73,5.44409875304,-1.07933957623
93,1055.9754,0.7325,5.3397455369,-1.07445979933
94,1055.9754,0.7351,5.11066362951,-1.19369855446
95,1055.9754,0.7375,5.40101957577,-1.51571817882
96,1055.9754,0.7401,5.07937457207,-1.22329076962
97,1055.9754,0.7425,5.31811956956,-1.25489696885
98,1055.9754,0.745,5.36958605639,-1.26189554858
99,1055.9754,0.7475,5.25028547333,-1.2201373504
100,1055.9754,0.75,5.15125176357,-1.13416275822
101,1055.9754,0.7525,5.02701992057,-1.23131587672
102,1055.9754,0.755,5.1669954396,-1.363141979
103,1055.9754,0.7575,5.17474256387,-1.21013085591
104,1055.9754,0.76,5.27997292732,-1.2242538371
105,1055.9754,0.7625,5.06141968085,-0.984736870825
106,1055.9754,0.765,4.93685710388,-1.12011299671
107,1055.9754,0.7675,5.06248273685,-1.05237858141
108,1055.9754,0.77,5.09879034095,-0.934135025028
109,1055.9754,0.7725,5.19679051517,-1.11767729873
110,1055.9754,0.775,4.96404057612,-1.23788649482
111,1055.9754,0.7775,5.06785659659,-1.28157060272
112,1055.9754,0.78,4.90433664748,-1.18145706526
113,1055.9754,0.7825,5.05143785694,-0.917906277759
114,1055.9754,0.7849,5.15179959888,-1.02910703384
115,1055.9754,0.7875,4.937131479,-1.05441086699
116,1055.9754,0.79,4.94337604873,-1.0733918862
117,1055.9754,0.7925,5.12628094143,-1.3041611486
118,1055.9754,0.7951,5.05901980114,-1.18630342976
119,1055.9754,0.7975,4.91896940203,-1.45585728821
120,1055.9754,0.8,5.03217419693,-1.02006534833
121,1055.9754,0.8025,4.90973483354,-1.24849745084
122,1055.9754,0.805,4.97221607492,-1.12123702065
123,1055.9754,0.8075,4.98039929536,-1.19360571896
124,1055.9754,0.81,4.95992519051,-1.16245048523
125,1055.9754,0.8125,4.87901527945,-1.20961214743
126,1055.9754,0.815,4.92459916794,-1.11550557493
127,1055.9754,0.8175,4.80556161335,-1.22602552434
128,1055.9754,0.82,4.9024816571,-0.91686343151
129,1055.9754,0.8225,4.87625817929,-1.02153105652
130,1055.9754,0.825,5.09803314074,-1.19837573669
131,1055.9754,0.8276,5.0219700104,-1.08081267361
132,1055.9754,0.83,4.91778779494,-1.1473767916
133,1055.9754,0.8326,4.88187040987,-1.1327433747
134,1055.9754,0.835,5.07458051329,-1.03997817826
135,1055.9754,0.8375,5.00933064488,-0.898954553094
136,1055.9754,0.84,5.00554062199,-1.01959075048
137,1055.9754,0.8425,4.94513536425,-1.12886854024
138,1055.9754,0.845,4.97403860658,-1.05994658519
139,1055.9754,0.8475,4.9479814292,-1.14462184283
140,1055.9754,0.85,4.96878439986,-0.890814416872
141,1055.9754,0.8526,5.08843962616,-1.13366227795
142,1055.9754,0.855,4.837464112,-1.30253733166
143,1055.9754,0.8575,5.09170644507,-1.22738920442
144,1055.9754,0.86,4.73426128937,-1.28847869672
145,1055.9754,0.8625,5.04581732958,-1.19043245512
146,1055.9754,0.8651,4.91997181662,-1.28108718745
147,1055.9754,0.8675,4.89891864133,-1.37271148523
148,1055.9754,0.87,4.80233791655,-1.35929934631
149,1055.9754,0.8726,4.98782230697,-1.28802097853
150,1055.9754,0.875,5.04749769403,-1.06410038742
151,1055.9754,0.8776,4.945463736,-1.1106846621
152,1055.9754,0.88,5.00997723112,-1.13086699729
153,1055.9754,0.8825,4.81114326529,-1.23801455251
154,1055.9754,0.885,4.88865826144,-1.17612835622
155,1055.9754,0.8875,4.84069330772,-1.02468100086
156,1055.9754,0.89,4.89842544958,-1.05592504865
157,1055.9754,0.8925,4.82635833392,-1.32921080081
158,1055.9754,0.895,4.96143639454,-1.10630166633
159,1055.9754,0.8975,5.01968825422,-1.15329837405
