-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	2.079868E+3	6.569582E+1	2.000000E-2	1.987696E+3	7.964316E+1	3.000000E-2	1.856162E+3	8.275854E+1	5.000000E-2	1.575411E+3	8.004087E+1	7.000000E-2	1.347534E+3	7.507468E+1	1.000000E-1	1.101446E+3	6.823991E+1	2.000000E-1	6.493594E+2	5.355175E+1	3.000000E-1	4.536357E+2	4.554977E+1	5.000000E-1	2.909750E+2	3.756906E+1	7.000000E-1	2.226676E+2	3.372568E+1	1.000000E+0	1.742034E+2	3.093886E+1	2.000000E+0	1.136667E+2	2.800971E+1	3.000000E+0	8.703301E+1	2.737924E+1	5.000000E+0	6.681434E+1	2.686615E+1	2.700000E+4	2.204604E+3	9.450025E-2	0.000000E+0	6.463527E+3	-1.000000E+1	2.299575E+3	1.170000E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	2.148811E+3	6.919613E+1	2.000000E-2	2.077776E+3	8.380339E+1	3.000000E-2	1.953503E+3	8.694682E+1	5.000000E-2	1.677088E+3	8.417711E+1	7.000000E-2	1.447955E+3	7.939049E+1	1.000000E-1	1.207974E+3	7.297575E+1	2.000000E-1	7.921575E+2	5.946670E+1	3.000000E-1	5.826626E+2	5.193333E+1	5.000000E-1	4.089329E+2	4.446709E+1	7.000000E-1	3.390080E+2	4.106205E+1	1.000000E+0	2.840720E+2	3.831332E+1	2.000000E+0	2.148288E+2	3.553110E+1	3.000000E+0	1.877251E+2	3.579030E+1	5.000000E+0	1.607395E+2	3.699027E+1	2.700000E+4	2.238642E+3	1.193367E-1	0.000000E+0	6.463875E+3	-8.000000E+0	2.303554E+3	1.172500E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	1.807761E+3	6.739904E+1	2.000000E-2	1.735170E+3	8.120242E+1	3.000000E-2	1.624980E+3	8.379397E+1	5.000000E-2	1.388212E+3	8.003755E+1	7.000000E-2	1.200702E+3	7.448924E+1	1.000000E-1	9.963551E+2	6.732451E+1	2.000000E-1	6.266807E+2	5.308088E+1	3.000000E-1	4.618596E+2	4.577642E+1	5.000000E-1	3.159479E+2	3.881422E+1	7.000000E-1	2.538083E+2	3.559401E+1	1.000000E+0	2.015243E+2	3.290390E+1	2.000000E+0	1.245094E+2	2.959970E+1	3.000000E+0	9.166681E+1	2.882631E+1	5.000000E+0	5.718566E+1	2.821953E+1	2.700000E+4	1.920515E+3	1.090539E-1	0.000000E+0	6.463941E+3	-1.000000E+1	1.956198E+3	1.175000E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	2.065278E+3	6.495283E+1	2.000000E-2	2.011032E+3	7.850257E+1	3.000000E-2	1.899159E+3	8.156484E+1	5.000000E-2	1.634248E+3	7.911316E+1	7.000000E-2	1.404453E+3	7.442990E+1	1.000000E-1	1.158305E+3	6.798818E+1	2.000000E-1	7.319427E+2	5.487133E+1	3.000000E-1	5.284180E+2	4.802176E+1	5.000000E-1	3.610224E+2	4.127341E+1	7.000000E-1	2.884073E+2	3.787631E+1	1.000000E+0	2.278350E+2	3.520207E+1	2.000000E+0	1.476865E+2	3.276290E+1	3.000000E+0	1.187338E+2	3.237189E+1	5.000000E+0	8.960542E+1	3.170425E+1	2.700000E+4	2.132319E+3	1.113430E-1	0.000000E+0	6.465008E+3	-8.000000E+0	2.258235E+3	1.177500E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	2.115833E+3	6.684140E+1	2.000000E-2	2.058595E+3	8.118602E+1	3.000000E-2	1.952768E+3	8.463181E+1	5.000000E-2	1.705268E+3	8.245602E+1	7.000000E-2	1.482953E+3	7.793191E+1	1.000000E-1	1.220656E+3	7.166364E+1	2.000000E-1	7.550817E+2	5.859810E+1	3.000000E-1	5.609908E+2	5.165522E+1	5.000000E-1	3.986931E+2	4.472580E+1	7.000000E-1	3.269782E+2	4.183302E+1	1.000000E+0	2.666634E+2	3.997053E+1	2.000000E+0	1.874304E+2	3.906070E+1	3.000000E+0	1.624917E+2	4.011770E+1	5.000000E+0	1.367831E+2	4.175371E+1	2.700000E+4	2.180088E+3	1.193018E-1	0.000000E+0	6.463699E+3	-8.000000E+0	2.297610E+3	1.180000E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	1.877733E+3	6.398742E+1	2.000000E-2	1.827265E+3	7.637814E+1	3.000000E-2	1.729276E+3	7.841337E+1	5.000000E-2	1.493497E+3	7.500486E+1	7.000000E-2	1.289649E+3	7.013918E+1	1.000000E-1	1.061003E+3	6.372266E+1	2.000000E-1	6.691343E+2	5.082105E+1	3.000000E-1	4.962404E+2	4.414654E+1	5.000000E-1	3.293039E+2	3.666478E+1	7.000000E-1	2.541866E+2	3.283721E+1	1.000000E+0	2.015008E+2	2.994140E+1	2.000000E+0	1.336382E+2	2.632935E+1	3.000000E+0	1.063241E+2	2.525542E+1	5.000000E+0	8.442676E+1	2.463607E+1	2.700000E+4	1.971525E+3	1.131092E-1	0.000000E+0	6.466973E+3	-8.000000E+0	2.050886E+3	1.182500E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	1.577789E+3	6.587432E+1	2.000000E-2	1.517570E+3	7.775120E+1	3.000000E-2	1.409622E+3	7.869180E+1	5.000000E-2	1.181794E+3	7.432984E+1	7.000000E-2	9.942747E+2	6.870891E+1	1.000000E-1	7.967149E+2	6.152284E+1	2.000000E-1	4.630415E+2	4.767669E+1	3.000000E-1	3.214932E+2	4.084445E+1	5.000000E-1	1.984724E+2	3.390725E+1	7.000000E-1	1.405534E+2	3.017331E+1	1.000000E+0	1.003759E+2	2.710958E+1	2.000000E+0	6.859844E+1	2.427871E+1	3.000000E+0	5.934718E+1	2.362525E+1	5.000000E+0	4.522238E+1	2.248816E+1	2.700000E+4	1.668561E+3	8.605339E-2	0.000000E+0	6.469231E+3	-1.000000E+1	1.774801E+3	1.185000E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	1.584097E+3	7.077513E+1	2.000000E-2	1.517228E+3	8.375914E+1	3.000000E-2	1.404256E+3	8.376728E+1	5.000000E-2	1.176691E+3	7.811995E+1	7.000000E-2	9.907489E+2	7.240688E+1	1.000000E-1	7.944539E+2	6.542713E+1	2.000000E-1	4.828988E+2	5.231090E+1	3.000000E-1	3.493864E+2	4.604556E+1	5.000000E-1	2.325218E+2	4.025739E+1	7.000000E-1	1.758143E+2	3.788175E+1	1.000000E+0	1.277135E+2	3.634621E+1	2.000000E+0	7.186282E+1	3.541154E+1	3.000000E+0	5.221077E+1	3.599327E+1	5.000000E+0	3.219704E+1	3.729424E+1	2.700000E+4	1.746113E+3	8.950638E-2	0.000000E+0	6.470558E+3	-1.200000E+1	1.759280E+3	1.187500E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	1.197826E+3	7.128386E+1	2.000000E-2	1.177647E+3	8.504546E+1	3.000000E-2	1.124792E+3	8.459232E+1	5.000000E-2	9.939622E+2	7.543350E+1	7.000000E-2	8.698694E+2	6.790437E+1	1.000000E-1	7.207918E+2	5.986560E+1	2.000000E-1	4.376227E+2	4.514489E+1	3.000000E-1	2.996766E+2	3.800307E+1	5.000000E-1	1.803453E+2	3.069033E+1	7.000000E-1	1.353789E+2	2.687861E+1	1.000000E+0	1.096257E+2	2.378746E+1	2.000000E+0	7.986465E+1	1.980987E+1	3.000000E+0	6.481371E+1	1.833724E+1	5.000000E+0	5.084151E+1	1.735276E+1	2.700000E+4	1.470762E+3	1.151307E-1	0.000000E+0	6.472330E+3	-1.800000E+1	1.329320E+3	1.190000E+8
-1.000000E+0	-2.000000E+0	5.750000E+0	5.950000E+2	1.000000E-2	1.235762E+3	7.280754E+1	2.000000E-2	1.191045E+3	8.770275E+1	3.000000E-2	1.129885E+3	8.882393E+1	5.000000E-2	9.984578E+2	8.041659E+1	7.000000E-2	8.548409E+2	7.199024E+1	1.000000E-1	6.724945E+2	6.285106E+1	2.000000E-1	3.762348E+2	4.814798E+1	3.000000E-1	2.676052E+2	4.166726E+1	5.000000E-1	1.777084E+2	3.512141E+1	7.000000E-1	1.382512E+2	3.185124E+1	1.000000E+0	1.036440E+2	2.910871E+1	2.000000E+0	5.685955E+1	2.556425E+1	3.000000E+0	4.207273E+1	2.469526E+1	5.000000E+0	2.929689E+1	2.449543E+1	2.700000E+4	1.368769E+3	9.888335E-2	0.000000E+0	6.473484E+3	-1.200000E+1	1.381240E+3	1.192500E+8
